"","qds","year","iso_code","collector","number","family","species","sp_code","lat","long","pathway","weight","d.15NAIR","d.13CVPDB","X.N","X.C","C.N","d13_atmos","delta.disc","wetstart","wetend","wetlength","wetrain","wetdaily","wetlambda"
"1","2231CA",1971,322,"Stephen; Oakes","217; 1503","Poaceae","Digitaria eriantha","DE",-22.4156,31.0057,"C4",1.74,NA,-11.1,0.9,46.1,49,-7.3475,3.794620285,136,249,113,369.203728070175,10.4661537988666,14.7888899504718
"2","2231CA",1971,324,"Stephen; Oakes","204; 1464","Poaceae","Digitaria eriantha","DE",-22.4413,31.0601,"C4",1.723,NA,-11.3,0.9,45.7,49,-7.3475,3.997673713,136,249,113,369.203728070175,10.4661537988666,14.7888899504718
"3","2231CA",2005,323,"Morrison, E; Klasen, M","4","Poaceae","Digitaria eriantha","DE",22.4227,-22.4227,"C4",1.718,6.8,-13.6,2.1,47.3,22.5,-8.206351483,5.4680135,136,249,113,369.203728070175,10.4661537988666,14.7888899504718
"4","2231CA",2005,325,"Hauser, JR; Vaughan, AK","s.n.","Poaceae","Digitaria eriantha","DE",22.4129,-22.4129,"C4",1.694,NA,-13,1.5,45.8,30.6,-8.206351483,4.856786744,136,249,113,369.203728070175,10.4661537988666,14.7888899504718
"5","2331DC",2007,326,"Bouchenak-Khelladi, Y","YBK 235","Poaceae","Digitaria eriantha","DE",-23.5233,31.3504,"C4",1.828,1.3,-13.1,1.8,41.8,23.5,-8.26651815,4.897640946,126,238,112,418.774476190476,9.28140171514441,17.5826903727368
"6","2331DC",1971,327,"Stephen; Oakes","188; 1436","Poaceae","Digitaria eriantha","DE",-23.473,31.345,"C4",1.785,1.4,-11.2,1.9,45.6,24.4,-7.3475,3.896136731,126,238,112,418.774476190476,9.28140171514441,17.5826903727368
"7","2428DA",1972,304,"Ellis, R.P.","1025","Poaceae","Digitaria eriantha","DE",-24.625,28.625,"C4",1.672,NA,-11.5,1.6,45.7,29.1,-7.356,4.19221042,123,262,140,536.318939393939,3.97731409349948,14.0773110188647
"8","2428DA",1929,306,"Donisthorpe, A.","1","Poaceae","Digitaria eriantha","DE",-24.625,28.625,"C4",1.827,4.6,-10.2,2.4,47.2,19.6,-6.841285714,3.393326213,123,262,140,536.318939393939,3.97731409349948,14.0773110188647
"9","2428DA",1919,309,"Galpin, E.E.","393","Poaceae","Digitaria eriantha","DE",-24.625,28.625,"C4",1.988,NA,-9.9,1.5,42.7,29.4,-6.94453502,2.985016645,123,262,140,536.318939393939,3.97731409349948,14.0773110188647
"10","2428DA",1975,307,"Du Toit, P.C.V.","483","Poaceae","Digitaria eriantha","DE",-24.625,28.625,"C4",1.93,NA,-11.2,0.5,48.1,91.2,-7.417666667,3.825175297,123,262,140,536.318939393939,3.97731409349948,14.0773110188647
"11","2428DA",1975,308,"Du Toit, P.C.V.","595","Poaceae","Digitaria eriantha","DE",-24.625,28.625,"C4",1.728,NA,-10.7,0.6,46.3,77.1,-7.417666667,3.317834159,123,262,140,536.318939393939,3.97731409349948,14.0773110188647
"12","2428DA",1975,305,"Du Toit, P.C.V.","526","Poaceae","Digitaria eriantha","DE",-24.625,28.625,"C4",1.771,5.2,-10.5,1.9,46.3,23.9,-7.417666667,3.115041267,123,262,140,536.318939393939,3.97731409349948,14.0773110188647
"13","2429AA",1968,279,"Huntley, B.J.","972","Poaceae","Digitaria eriantha","DE",-24.125,29.125,"C4",1.688,NA,-10.2,1.7,46.9,28.2,-7.336012423,2.893501291,122,263,140,523.960126582278,3.90751651454031,15.332964062957
"14","2429AA",1968,285,"Huntley, B.J.","1193","Poaceae","Digitaria eriantha","DE",-24.125,29.125,"C4",1.665,NA,-12,1.8,45,24.8,-7.336012423,4.7206352,122,263,140,523.960126582278,3.90751651454031,15.332964062957
"15","2429AA",1921,281,"Knothe, C.","PRE 7960","Poaceae","Digitaria eriantha","DE",-24.125,29.125,"C4",1.863,1.7,-11,2.1,46.3,22.3,-6.89513872,4.150516966,122,263,140,523.960126582278,3.90751651454031,15.332964062957
"16","2429AA",1909,277,"Huntley, B.J.","1018","Poaceae","Digitaria eriantha","DE",-24.125,29.125,"C4",1.687,NA,-10.4,1.2,44,37.1,-6.867665308,3.569457045,122,263,140,523.960126582278,3.90751651454031,15.332964062957
"17","2429AA",1967,283,"Huntley, B.J.","1556","Poaceae","Digitaria eriantha","DE",-24.125,29.125,"C4",1.8,0.2,-11.9,2,47.3,23.8,-7.333,4.622001822,122,263,140,523.960126582278,3.90751651454031,15.332964062957
"18","2429AA",1967,282,"Ellis, R.P.","2050","Poaceae","Digitaria eriantha","DE",-24.125,29.125,"C4",1.868,2.1,-10.3,1.8,48,26.9,-7.333,2.997878145,122,263,140,523.960126582278,3.90751651454031,15.332964062957
"19","2429AA",1974,280,"Leendertz, R.","1887","Poaceae","Digitaria eriantha","DE",-24.125,29.125,"C4",1.779,NA,-9.6,1.7,45.4,26.4,-7.483,2.137520194,122,263,140,523.960126582278,3.90751651454031,15.332964062957
"20","2429AA",1929,284,"Galpin, E.E.","8874","Poaceae","Digitaria eriantha","DE",-24.125,29.125,"C4",1.639,3.5,-10.5,2.4,44.3,18.3,-6.841285714,3.697538439,122,263,140,523.960126582278,3.90751651454031,15.332964062957
"21","2429AA",1974,278,"Wilson, D.","PFS 12","Poaceae","Digitaria eriantha","DE",-24.125,29.125,"C4",1.669,NA,-11.5,1.4,48.1,33.6,-7.483,4.063732929,122,263,140,523.960126582278,3.90751651454031,15.332964062957
"22","2429AA",1974,276,"Wilson, D.","PFS12A","Poaceae","Digitaria eriantha","DE",-24.125,29.125,"C4",1.66,NA,-10.6,1.7,48.1,28.8,-7.483,3.150394178,122,263,140,523.960126582278,3.90751651454031,15.332964062957
"23","2430AA",1978,274,"du Toit, G.J.","118","Poaceae","Digitaria eriantha","DE",-24.125,30.125,"C4",1.841,7.7,-11.4,2.7,48.8,18.2,-7.502,3.942949626,123,257,134,738.226,6.45753059895216,11.7146414127472
"24","2430AA",1919,270,"Junod, H.A.","4086","Poaceae","Digitaria eriantha","DE",-24.125,30.125,"C4",1.552,NA,-9.4,1.2,46.1,38.8,-6.94453502,2.478765375,123,257,134,738.226,6.45753059895216,11.7146414127472
"25","2430AA",1978,272,"du Toit, G.J.","140","Poaceae","Digitaria eriantha","DE",-24.125,30.125,"C4",1.85,2.9,-11.7,2.4,46.6,19.6,-7.502,4.247698067,123,257,134,738.226,6.45753059895216,11.7146414127472
"26","2430AA",1984,273,"du Toit, G.J.","1003","Poaceae","Digitaria eriantha","DE",-24.125,30.125,"C4",1.741,1.7,-12.6,1.8,47.1,25.7,-7.6955,4.967085274,123,257,134,738.226,6.45753059895216,11.7146414127472
"27","2430AA",1979,271,"du Toit, G.J.","224","Poaceae","Digitaria eriantha","DE",-24.125,30.125,"C4",1.569,NA,-12.1,2,45.5,23.2,-7.539666667,4.616189223,123,257,134,738.226,6.45753059895216,11.7146414127472
"28","2430AA",1983,269,"du Toit, G.J.","1000","Poaceae","Digitaria eriantha","DE",-24.125,30.125,"C4",1.68,5.2,-11.9,2.3,44.1,19,-7.65725,4.293846777,123,257,134,738.226,6.45753059895216,11.7146414127472
"29","2430AA",1983,268,"du Toit, G.J.","1002","Poaceae","Digitaria eriantha","DE",-24.125,30.125,"C4",1.686,NA,-12.7,1.6,45.5,27.9,-7.65725,5.107616733,123,257,134,738.226,6.45753059895216,11.7146414127472
"30","2430DD",1983,255,"Ellis, R.P.","4314","Poaceae","Koeleria capensis","KC",-24.875,30.875,"C3",1.865,0.6,-24.9,1.9,47,25.2,-7.65725,17.68305815,121,263,141,1032.47608225108,7.75861891476606,17.7124464703634
"31","2430DD",1979,254,"Kluge, J.P.","1964","Poaceae","Koeleria capensis","KC",-24.875,30.875,"C3",1.786,3.3,-27.1,2,45.4,22.6,-7.539666667,20.10518381,121,263,141,1032.47608225108,7.75861891476606,17.7124464703634
"32","2430DD",1951,257,"Codd, L.E.W.","6718","Poaceae","Koeleria capensis","KC",-24.875,30.875,"C3",1.862,NA,-27.4,1.3,45.7,36.5,-6.993443595,20.98144808,121,263,141,1032.47608225108,7.75861891476606,17.7124464703634
"33","2430DD",1988,267,"Saayman, E.J.L.","90","Poaceae","Koeleria capensis","KC",-24.875,30.875,"C3",1.806,NA,-27.9,1.2,45.4,37.1,-7.804333333,20.67242739,121,263,141,1032.47608225108,7.75861891476606,17.7124464703634
"34","2430DD",1988,256,"Saayman, E.J.L.","91","Poaceae","Koeleria capensis","KC",-24.875,30.875,"C3",1.775,NA,-27.4,1,44.9,45.1,-7.804333333,20.14771403,121,263,141,1032.47608225108,7.75861891476606,17.7124464703634
"35","2430DD",2004,253,"de Wet, S.F.","863","Poaceae","Koeleria capensis","KC",-24.87055556,30.8425,"C3",1.956,2.6,-27.1,2.2,47.1,21.6,-8.176351483,19.45076423,121,263,141,1032.47608225108,7.75861891476606,17.7124464703634
"36","2431DC",1971,328,"Stephen; Oakes","172;1415","Poaceae","Digitaria eriantha","DE",-24.544,31.424,"C4",1.925,4.3,-10.4,2.2,46.2,21,-7.3475,3.084579628,133,258,126,518.456306306306,10.5115291953912,15.8104456679589
"37","2431DC",2005,330,"Policzer, JT","10","Poaceae","Digitaria eriantha","DE",-24.594,31.3541,"C4",1.727,NA,-13.5,0.5,40.1,78.9,-8.206351483,5.366090742,133,258,126,518.456306306306,10.5115291953912,15.8104456679589
"38","2431DC",2003,331,"Pettit, N","61","Poaceae","Digitaria eriantha","DE",24.5753,-24.5753,"C4",1.63,NA,-14.2,1.8,45.9,25.7,-8.15301815,6.134085869,133,258,126,518.456306306306,10.5115291953912,15.8104456679589
"39","2528CA",1905,48,"Burtt Davy, J.","3802","Poaceae","Hyparrhenia hirta","HH",-25.625,28.125,"C4",1.546,5.7,-11.1,1.7,39.5,23,-6.829,4.318940237,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"40","2528CA",1953,39,"de Wet","23A","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.847,3.2,-10.1,1.3,41.7,33,-7.010270232,3.121254438,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"41","2528CA",1929,2,"Skea, D.","21","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.973,4.1,-10.9,2.5,44.4,17.6,-6.841285714,4.103441801,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"42","2528CA",1929,35,"Skea, D.","65","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.764,2.7,-10.6,1.2,41.1,35,-6.841285714,3.798983511,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"43","2528CA",1936,25,"Chippindall, L.K.A.","240","Poaceae","Hyparrhenia hirta","HH",-25.625,28.125,"C4",1.795,3.8,-11,1.9,39.8,20.6,-6.939,4.106167846,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"44","2528CA",1978,46,"Manders, R.","1","Poaceae","Hyparrhenia hirta","HH",-25.625,28.125,"C4",1.945,1.5,-12.1,1,42.6,41.3,-7.502,4.654317239,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"45","2528CA",1932,33,"Smith, C.A.","6248","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.717,6.3,-10.9,2.4,41.8,17.5,-6.906,4.038014356,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"46","2528CA",1932,37,"Smith, C.A.","6070","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.676,3.4,-10.7,2,42.7,21,-6.906,3.835034873,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"47","2528CA",1932,44,"Smith, C.A.","6078","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.983,4.4,-10.4,1.7,42.8,25.6,-6.906,3.530719483,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"48","2528CA",1971,19,"Hanekom, W.J.","1706","Poaceae","Hyparrhenia hirta","HH",-25.625,28.125,"C4",1.87,8.7,-10.5,1.3,43.2,32.4,-7.3475,3.185952501,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"49","2528CA",1913,47,"Theiler","TRV 26678","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.845,7.2,-10.3,1.9,40.5,21.7,-6.867,3.468727897,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"50","2528CA",1932,5,"Cronje, T.","12","Poaceae","Hyparrhenia hirta","HH",-25.625,28.125,"C4",1.675,3.8,-10.8,1.3,40.6,31.4,-6.906,3.936514355,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"51","2528CA",1932,18,"Smith, C.A.","6122","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.857,4.4,-10.5,1.8,42.9,23.3,-6.906,3.632137443,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"52","2528CA",1932,36,"Mogg, A.O.D.","12329","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.701,7.3,-11.1,1.6,43.6,27.9,-6.906,4.241075943,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"53","2528CA",1932,30,"Smith, C.A.","6137","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.945,4,-10.9,1.5,40,27.3,-6.906,4.038014356,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"54","2528CA",1952,32,"de Wet","20","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.857,5.4,-10.8,2,39.9,20.1,-6.996541783,3.844984045,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"55","2528CA",1932,14,"Smith, C.A.","6059","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.673,1.3,-9.6,1.6,42.5,26.9,-6.906,2.720113086,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"56","2528CA",1956,10,"de Wet","1469","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.762,2.3,-10.1,1.8,42.6,23.4,-7.064993826,3.065972497,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"57","2528CA",1932,22,"Smith, C.A.","6249","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.901,4.7,-10.7,1.6,40.8,25.1,-6.906,3.835034873,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"58","2528CA",1932,11,"Smith, C.A.","6079","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.847,5.6,-11.1,1.8,41.8,23.1,-6.906,4.241075943,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"59","2528CA",1932,12,"Mogg, A.O.D.","12348","Poaceae","Hyparrhenia hirta","HH",-25.625,28.125,"C4",1.718,2.3,-11.7,0.9,40.5,43.7,-6.906,4.85075382,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"60","2528CA",1932,17,"Mogg, A.O.D.","12331","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.632,3.7,-11.6,1.5,42.9,29.2,-6.906,4.749089437,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"61","2528CA",1983,9,"Smook, L.","4761","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.837,3.2,-11.8,2,43.5,22,-7.65725,4.192218174,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"62","2528CA",1932,38,"Mogg, A.O.D.","12330","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.651,6.8,-9.5,2.5,43.5,17.3,-6.906,2.618879354,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"63","2528CA",1926,50,"Smith, C.A.","2296","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.823,12.2,-10.5,3.3,44.1,13.5,-6.966800343,3.570691922,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"64","2528CA",1936,6,"Mogg, A.O.D.","13715","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.703,3.4,-10.4,1.2,41.2,33.1,-6.939,3.497372676,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"65","2528CA",1919,53,"Stent, S.M.","PRE 19939","Poaceae","Hyparrhenia hirta","HH",-25.625,28.125,"C4",1.738,5.9,-10.2,1.2,42,35.7,-6.94453502,3.289012912,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"66","2528CA",1912,24,"Theiler, A.C.","TRV 12020","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.857,5.5,-10.3,2.2,41.5,19.2,-6.877314958,3.45830559,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"67","2528CA",1924,26,"Dickson, J.","56","Poaceae","Hyparrhenia hirta","HH",-25.625,28.125,"C4",1.584,2.3,-10.8,1.1,42.5,40.4,-6.887,3.955721795,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"68","2528CA",1924,45,"Dickson, J.","PRE 54","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.907,1.7,-9.5,1.2,42.4,35.9,-6.887,2.638061585,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"69","2528CA",1972,41,"Ellis, R.P.","1327","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.898,6.7,-11.7,1.7,42.9,25.5,-7.356,4.39542649,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"70","2528CA",1931,3,"Mogg, A.O.D.","16471","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.841,2.5,-10.8,1.2,42.1,36.6,-6.9815,3.860190053,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"71","2528CA",1931,4,"Mogg, A.O.D.","16453","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.82,8.8,-10.1,2,50.9,24.8,-6.9815,3.150318214,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"72","2528CA",1932,42,"Smith, C.A.","6072","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.856,5.2,-10.7,1.4,41.1,28.6,-6.906,3.835034873,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"73","2528CA",1925,16,"Robinson, M.","15","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.787,5.5,-11.3,2.2,40,17.9,-6.968,4.381511075,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"74","2528CA",1964,8,"Oakes, A.C.J.","245","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.704,2.6,-11.7,0.4,42,103.8,-7.066939165,4.687909375,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"75","2528CA",1970,49,"Ellis, R.P.","126","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.621,5.3,-11.5,2,42.4,21.6,-7.318156423,4.230494261,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"76","2528CA",1932,34,"Smith, C.A.","6078B","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.653,3.9,-10.3,1.3,42.2,33.4,-6.906,3.429322017,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"77","2528CA",1944,7,"Wasserfall, E.","PRE 33399","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.688,6,-10.9,2.1,42.2,20.4,-7.079100425,3.863006344,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"78","2528CA",1912,21,"Theiler, A.C.","TRV 12018","Poaceae","Hyparrhenia hirta","HH",-25.625,28.125,"C4",1.684,1.9,-11.3,1.2,41.5,34.9,-6.877314958,4.47323257,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"79","2528CA",1953,28,"Godfrey, R.K.","SVH1801","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.718,6.8,-10.2,1.6,42.9,27.1,-7.010270232,3.222600291,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"80","2528CA",1932,29,"Smith, C.A.","6133","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.874,5.5,-10.8,1.2,42.7,35.6,-6.906,3.936514355,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"81","2528CA",1972,43,"Ellis, R.P.","1028","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.784,1.8,-10.9,2.6,44.5,17.3,-7.356,3.583055303,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"82","2528CA",1931,1,"Mogg, A.O.D.","16454","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.802,5.2,-11.4,2.7,54.1,20.3,-6.9815,4.46945175,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"83","2528CA",1919,20,"Stent, S.M.","PRE19940","Poaceae","Hyparrhenia hirta","HH",-25.625,28.125,"C4",1.92,4.5,-10.5,0.9,40.9,44.4,-6.94453502,3.593193512,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"84","2528CA",1932,40,"Smith, C.A.","6238","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.531,3,-10.3,1.3,42,32.7,-6.906,3.429322017,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
"85","2528CA",1931,52,"Mogg, A.O.D.","16472","Poaceae","Digitaria eriantha","DE",-25.625,28.125,"C4",1.788,3,-11.3,1.2,43.5,37,-6.9815,4.367856782,117,267,150,596.847389558233,4.12474711540425,12.3957480950347
