"","qds","year","iso_code","collector","number","family","species","sp_code","lat","long","pathway","weight","d.15NAIR","d.13CVPDB","X.N","X.C","C.N","d13_atmos","delta.disc","wetstart","wetend","wetlength","wetrain","wetdaily","wetlambda"
"170","2628AA",1997,194,"Reddy, R.A.","178","Poaceae","Hyparrhenia hirta","HH",-26.125,28.125,"C4",1.618,-4.6,-12.4,1.8,44.4,25,-8.00226815,4.45294841,114,269,154,655.17366285403,4.36000493064032,10.7908647181566
"171","2628AA",1998,193,"Reddy, R.A.","1301","Poaceae","Hyparrhenia hirta","HH",-26.125,28.125,"C4",1.668,-5.5,-12.3,0.9,43.4,50.9,-8.051092408,4.301819977,114,269,154,655.17366285403,4.36000493064032,10.7908647181566
"172","2628AA",1919,189,"Bryant, E.G.","A23","Poaceae","Hyparrhenia hirta","HH",-26.125,28.125,"C4",1.799,10.1,-10.4,2.1,45.6,22,-6.94453502,3.491779487,114,269,154,655.17366285403,4.36000493064032,10.7908647181566
"173","2628AA",1934,195,"van O'Bruyn, O.","154","Poaceae","Hyparrhenia hirta","HH",-26.125,28.125,"C4",1.726,-2.4,-10.4,1.6,44.7,28.6,-6.961154178,3.474985673,114,269,154,655.17366285403,4.36000493064032,10.7908647181566
"174","2628AA",1933,191,"Meebold, A.","13885","Poaceae","Hyparrhenia hirta","HH",-26.125,28.125,"C4",1.665,8,-11.9,1.2,42.6,37,-6.912,5.048072057,114,269,154,655.17366285403,4.36000493064032,10.7908647181566
"175","2628AA",1937,192,"Cohen, E.","672","Poaceae","Hyparrhenia hirta","HH",-26.125,28.125,"C4",1.668,9.4,-9.3,1.8,42,23.4,-6.95,2.372060159,114,269,154,655.17366285403,4.36000493064032,10.7908647181566
"176","2628AA",1908,190,"Leendertz, R.","TRV 6168","Poaceae","Hyparrhenia hirta","HH",-26.125,28.125,"C4",1.771,1,-10.1,2.5,44.2,17.5,-6.838275076,3.295004469,114,269,154,655.17366285403,4.36000493064032,10.7908647181566
"177","2827DD",1970,295,"Jarman, N.G.","122","Poaceae","Digitaria eriantha","DE",-28.875,27.875,"C4",1.718,NA,-11,1.8,45.5,25.1,-7.318156423,3.722794314,111,265,154,583.372008547009,3.91873777670176,10.7133025639597
"178","2827DD",1931,297,"Goossens, A.P.G.","808","Poaceae","Digitaria eriantha","DE",-28.875,27.875,"C4",1.702,2.2,-10.7,2.9,46.2,16.1,-6.9815,3.758718286,111,265,154,583.372008547009,3.91873777670176,10.7133025639597
"179","2827DD",1972,296,"Loxton, A.E.","948","Poaceae","Digitaria eriantha","DE",-28.875,27.875,"C4",1.601,9.6,-10.2,2.9,45.5,15.6,-7.356,2.873307739,111,265,154,583.372008547009,3.91873777670176,10.7133025639597
"180","2827DD",1931,293,"Goossens, A.P.G.","869","Poaceae","Digitaria eriantha","DE",-28.875,27.875,"C4",1.846,5,-10.5,2,43.5,21.8,-6.9815,3.555836281,111,265,154,583.372008547009,3.91873777670176,10.7133025639597
"181","2827DD",1970,294,"Jarman, N.G.","46","Poaceae","Digitaria eriantha","DE",-28.875,27.875,"C4",1.628,NA,-11.1,1,45.5,45.2,-7.318156423,3.824293232,111,265,154,583.372008547009,3.91873777670176,10.7133025639597
"182","2828DD",1962,303,"Lubke, R.A.","254","Poaceae","Koeleria capensis","KC",-28.875,28.875,"C3",1.706,NA,-25.1,1.4,46.3,33.8,-7.091,18.47266386,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"183","2828DD",1955,302,"Edwards, D.","640","Poaceae","Koeleria capensis","KC",-28.875,28.875,"C3",1.804,NA,-26.6,0.6,45.2,81.9,-7.049520585,20.08473332,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"184","2828DD",1926,298,"Bayer, A.J.W.","274","Poaceae","Koeleria capensis","KC",-28.875,28.875,"C3",1.683,NA,-25.5,1,43.6,45.5,-6.966800343,19.01816281,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"185","2828DD",1978,301,"Smook, L.","1044","Poaceae","Koeleria capensis","KC",-28.875,28.875,"C3",1.813,NA,-26.3,1.3,46,34.4,-7.502,19.30574099,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"186","2828DD",1946,300,"Schelpe, EACLE","1399","Poaceae","Koeleria capensis","KC",-28.875,28.875,"C3",1.86,NA,-24.9,1.3,46.7,36.5,-6.983,18.37452569,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"187","2828DD",1987,299,"Panagos, M.D.","53","Poaceae","Koeleria capensis","KC",-28.875,28.875,"C3",1.819,0.8,-27.1,2.1,44.6,21.3,-7.7495,19.8895056,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"188","2829CC",1938,318,"Acocks, J.P.H.","63","Poaceae","Koeleria capensis","KC",-28.875,29.125,"C3",1.79,-0.6,-26.1,1.4,43,30.9,-6.9435,19.66988397,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"189","2829CC",1979,312,"Smook, L.","1376","Poaceae","Koeleria capensis","KC",-28.875,29.125,"C3",1.792,NA,-26.1,1.7,45.7,26.9,-7.539666667,19.05774036,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"190","2829CC",1950,310,"Killick, D.J.B.","946","Poaceae","Koeleria capensis","KC",-28.875,29.125,"C3",1.857,NA,-25.5,1.3,45.9,34.3,-7.006,18.9779374,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"191","2829CC",1978,141,"Smook, L.","1078","Poaceae","Koeleria capensis","KC",-28.875,29.125,"C3",1.734,-1.6,-26.5,2.2,43.6,19.9,-7.502,19.51515152,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"192","2829CC",1978,315,"Smook, L.","1084","Poaceae","Koeleria capensis","KC",-28.875,29.125,"C3",1.801,-0.5,-26.5,2.1,44.7,21.3,-7.502,19.51515152,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"193","2829CC",1973,313,"Ellis, R.P.","1431","Poaceae","Koeleria capensis","KC",-28.875,29.125,"C3",1.859,3.5,-24.6,1.8,46.8,25.3,-7.39275,17.64122411,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"194","2829CC",1979,314,"Smook, L.","1371","Poaceae","Koeleria capensis","KC",-28.875,29.125,"C3",1.893,-1.6,-25.7,1.8,44.6,25.4,-7.539666667,18.63936501,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"195","2829CC",1973,316,"Ellis, R.P.","1412","Poaceae","Koeleria capensis","KC",-28.875,29.125,"C3",1.789,NA,-26.7,1.2,44.5,38.5,-7.39275,19.8368951,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"196","2829CC",1979,317,"Smook, L.","1379","Poaceae","Koeleria capensis","KC",-28.875,29.125,"C3",1.615,NA,-26.6,1.8,45,25.5,-7.539666667,19.58119307,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"197","2829CC",1951,184,"Killick, D.J.B.","1301","Poaceae","Koeleria capensis","KC",-28.875,29.125,"C3",1.85,0.4,-25.6,1.2,42.3,36.2,-6.993443595,19.09539861,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"198","2829CC",1979,311,"Smook, L.","1377","Poaceae","Koeleria capensis","KC",-28.875,29.125,"C3",1.769,NA,-26.3,1.4,47.5,33.5,-7.539666667,19.26705693,116,260,144,808.689130434783,5.8291266352446,16.6518772237104
"199","2929AD",1979,183,"Smook, L.","1383","Poaceae","Koeleria capensis","KC",-29.375,29.375,"C3",1.758,1.2,-25.6,2.2,44.2,20.1,-7.539666667,18.53482485,118,262,144,753.128070175439,5.31597867648092,14.3806596776373
"200","2929AD",1955,187,"Jacot Guillarmod, A.F.M.G.","2360","Poaceae","Koeleria capensis","KC",-29.375,29.375,"C3",1.822,2.3,-26.8,1.3,41.7,31.3,-7.049520585,20.29436849,118,262,144,753.128070175439,5.31597867648092,14.3806596776373
"201","2929AD",1955,188,"Jacot Guillarmod, A.F.M.G.","2344","Poaceae","Koeleria capensis","KC",-29.375,29.375,"C3",1.608,-0.2,-25.6,2.7,62.1,22.7,-7.049520585,19.03784833,118,262,144,753.128070175439,5.31597867648092,14.3806596776373
"202","2929AD",1914,185,"Symons, R.E.","176","Poaceae","Koeleria capensis","KC",-29.375,29.375,"C3",1.79,-0.8,-25.8,1.4,42.9,30,-6.867667056,19.433723,118,262,144,753.128070175439,5.31597867648092,14.3806596776373
"203","2929AD",1914,186,"Symons, R.E.","158","Poaceae","Koeleria capensis","KC",-29.375,29.375,"C3",1.787,-4.1,-26.9,1.2,41.8,35.6,-6.867667056,20.58609901,118,262,144,753.128070175439,5.31597867648092,14.3806596776373
"204","2929BC",2004,170,"de Wet, S.F.","861","Poaceae","Koeleria capensis","KC",-29.27416667,29.67194444,"C3",1.766,-1.7,-30.7,1.9,42.8,22.4,-8.176351483,23.23702519,111,270,159,759.490697674419,4.86554398090153,11.2433913890195
"205","2929BC",1918,172,"Mogg, A.O.D.","3271","Poaceae","Koeleria capensis","KC",-29.375,29.625,"C3",1.701,1.4,-26.6,1.7,42.1,25.1,-6.938044526,20.19925567,111,270,159,759.490697674419,4.86554398090153,11.2433913890195
"206","2929BC",1978,168,"Smook, L.","1061","Poaceae","Koeleria capensis","KC",-29.375,29.625,"C3",1.929,4.8,-26.4,1.3,43.9,33.1,-7.502,19.4104355,111,270,159,759.490697674419,4.86554398090153,11.2433913890195
"207","2929BC",1983,167,"Hilliard, O.M.","16964","Poaceae","Koeleria capensis","KC",-29.375,29.625,"C3",1.674,-2.1,-27,1,42.5,41.5,-7.65725,19.8794964,111,270,159,759.490697674419,4.86554398090153,11.2433913890195
"208","2929BC",1983,171,"Hilliard, O.M.","16245","Poaceae","Koeleria capensis","KC",-29.375,29.625,"C3",1.559,10.3,-23.7,1.2,44.6,35.9,-7.65725,16.43219297,111,270,159,759.490697674419,4.86554398090153,11.2433913890195
"209","2929BC",1977,169,"Du Toit, P.C.V.","2503","Poaceae","Koeleria capensis","KC",-29.375,29.625,"C3",1.81,0.2,-26.5,2.2,44.2,20,-7.4844,19.53323061,111,270,159,759.490697674419,4.86554398090153,11.2433913890195
"210","2929CB",1991,175,"Moss, H.","1770","Poaceae","Koeleria capensis","KC",-29.625,29.375,"C3",1.87,-7,-25.4,1.3,44.2,34.5,-7.850039383,18.00734724,119,268,149,769.111290322581,5.27836606616621,11.0496443051821
"211","2929CB",1982,174,"Manning, J.C.","15904","Poaceae","Koeleria capensis","KC",-29.625,29.375,"C3",1.803,-4.6,-26.5,1.1,43.9,40.8,-7.643,19.3703133,119,268,149,769.111290322581,5.27836606616621,11.0496443051821
"212","2929CB",1977,180,"Du Toit, P.C.V.","2299","Poaceae","Koeleria capensis","KC",-29.625,29.375,"C3",1.921,0.4,-26.3,2.5,43.1,17.3,-7.4844,19.32381637,119,268,149,769.111290322581,5.27836606616621,11.0496443051821
"213","2929CB",1975,173,"Du Toit, P.C.V.","696","Poaceae","Koeleria capensis","KC",-29.625,29.375,"C3",1.744,-3.9,-27.2,1.7,44.2,26.4,-7.417666667,20.33545779,119,268,149,769.111290322581,5.27836606616621,11.0496443051821
"214","2929CB",1962,176,"Acocks, J.P.H.","22153","Poaceae","Koeleria capensis","KC",-29.625,29.375,"C3",1.618,-0.8,-26.6,1.4,43.4,30.5,-7.091,20.0421204,119,268,149,769.111290322581,5.27836606616621,11.0496443051821
"215","2929CB",2002,181,"Burgoyne, P.M.","9086","Poaceae","Koeleria capensis","KC",-29.61888889,29.3725,"C3",1.778,-0.3,-29,1.8,40.7,22.6,-8.12401815,21.49946637,119,268,149,769.111290322581,5.27836606616621,11.0496443051821
"216","2929CB",1975,179,"Du Toit, P.C.V.","703","Poaceae","Koeleria capensis","KC",-29.625,29.375,"C3",1.773,-3.6,-28.1,1.7,44.2,26.1,-7.417666667,21.28031005,119,268,149,769.111290322581,5.27836606616621,11.0496443051821
"217","2929CB",1975,177,"Du Toit, P.C.V.","704A","Poaceae","Koeleria capensis","KC",-29.625,29.375,"C3",1.711,-5.3,-28,1.4,44.8,32.3,-7.417666667,21.17524005,119,268,149,769.111290322581,5.27836606616621,11.0496443051821
"218","2929CB",1975,178,"Du Toit, P.C.V.","705","Poaceae","Koeleria capensis","KC",-29.625,29.375,"C3",1.644,-3.4,-27.8,1.4,44.7,32.9,-7.417666667,20.96516492,119,268,149,769.111290322581,5.27836606616621,11.0496443051821
"219","2930AC",1918,232,"Mogg, A.O.D.","1427","Poaceae","Koeleria capensis","KC",-29.375,30.125,"C3",1.611,4.3,-25.7,3.2,43.6,13.4,-6.938044526,19.25685669,107,271,164,822.23,5.03647708598432,9.70558026681167
"220","2930AC",1964,230,"Moll, E.J.","1094","Poaceae","Koeleria capensis","KC",-29.375,30.125,"C3",1.838,-0.3,-28,2.3,41.2,17.8,-7.066939165,21.53607082,107,271,164,822.23,5.03647708598432,9.70558026681167
"221","2930AC",1947,228,"Acocks, J.P.H.","13873","Poaceae","Koeleria capensis","KC",-29.375,30.125,"C3",1.75,-4.5,-26.9,1.6,43.7,27.9,-7.013,20.43674854,107,271,164,822.23,5.03647708598432,9.70558026681167
"222","2930AC",1993,231,"Ward, C.J.","12326","Poaceae","Hyparrhenia hirta","HH",-29.375,30.125,"C4",1.699,2.7,-13.4,0.3,44.8,152.9,-7.885608704,5.589287752,107,271,164,822.23,5.03647708598432,9.70558026681167
"223","2930AC",1920,221,"Mogg, A.O.D.","6943","Poaceae","Hyparrhenia hirta","HH",-29.375,30.125,"C4",1.695,3.9,-11.5,1.4,44.4,32.6,-6.931,4.62215478,107,271,164,822.23,5.03647708598432,9.70558026681167
"224","2930AC",1987,235,"Spies, J.J.","3285","Poaceae","Hyparrhenia hirta","HH",-29.375,30.125,"C4",1.739,NA,-10.6,1.7,47.4,27.8,-7.7495,2.881039014,107,271,164,822.23,5.03647708598432,9.70558026681167
"225","2930AC",1964,226,"Moll, E.J.","1208","Poaceae","Koeleria capensis","KC",-29.375,30.125,"C3",1.831,0.3,-25.7,1.9,44.7,24.1,-7.066939165,19.12456208,107,271,164,822.23,5.03647708598432,9.70558026681167
"226","2930AC",1919,222,"Mogg, A.O.D.","5598","Poaceae","Koeleria capensis","KC",-29.375,30.125,"C3",1.723,1.2,-26.8,2,44,21.9,-6.94453502,20.40224515,107,271,164,822.23,5.03647708598432,9.70558026681167
"227","2930AC",1917,224,"Mogg, A.O.D.","1256","Poaceae","Hyparrhenia hirta","HH",-29.375,30.125,"C4",1.742,3.6,-11,1.2,42.8,36.1,-6.919656769,4.125726219,107,271,164,822.23,5.03647708598432,9.70558026681167
"228","2930AC",1919,237,"Mogg, A.O.D.","5677","Poaceae","Koeleria capensis","KC",-29.375,30.125,"C3",1.844,2.4,-27.5,2.6,45.6,17.7,-6.94453502,21.13672492,107,271,164,822.23,5.03647708598432,9.70558026681167
"229","2930AC",1928,225,"Galpin, E.E.","10252","Poaceae","Koeleria Capensis","KC",-29.375,30.125,"C3",1.728,0.8,-26.5,1.8,41.6,23,-6.8392439,20.19594874,107,271,164,822.23,5.03647708598432,9.70558026681167
"230","2930AC",1918,229,"Mogg, A.O.D.","2411","Poaceae","Koeleria capensis","KC",-29.375,30.125,"C3",1.982,4.5,-27.3,3.1,42.6,13.9,-6.938044526,20.93343834,107,271,164,822.23,5.03647708598432,9.70558026681167
"231","2930AC",1918,234,"Mogg, A.O.D.","2391","Poaceae","Koeleria capensis","KC",-29.375,30.125,"C3",1.735,1.9,-27,2.4,43.1,17.9,-6.938044526,20.61865927,107,271,164,822.23,5.03647708598432,9.70558026681167
"232","2930AC",1917,236,"Mogg, A.O.D.","703","Poaceae","Hyparrhenia hirta","HH",-29.375,30.125,"C4",1.787,NA,-10.2,1.3,45.7,36,-6.919656769,3.314147535,107,271,164,822.23,5.03647708598432,9.70558026681167
"233","2930AC",1918,227,"Mogg, A.O.D.","2445","Poaceae","Koeleria capensis","KC",-29.375,30.125,"C3",1.757,-1.4,-27,2,43.8,21.4,-6.938044526,20.61865927,107,271,164,822.23,5.03647708598432,9.70558026681167
"234","2930AC",1917,223,"Mogg, AOD","871","Poaceae","Koeleria capensis ","KC",-29.375,30.125,"C3",1.812,-1.9,-28.7,1.2,44.8,36.8,-6.919656769,22.42390943,107,271,164,822.23,5.03647708598432,9.70558026681167
"235","3219AC",1988,244,"Spies, J.J.","3840","Poaceae","Pentameris pallida","PP",-32.375,19.125,"C3",1.786,NA,-27.4,1.4,44.9,32.1,-7.804333333,20.14771403,125,241,116,193.884507042254,2.72432470784512,12.3059705559084
"236","3219AC",1997,248,"Spies, J.J.","6329","Poaceae","Pentameris pallida","PP",-32.375,19.125,"C3",1.883,NA,-28.6,1.5,45.1,29.4,-8.00226815,21.20417114,125,241,116,193.884507042254,2.72432470784512,12.3059705559084
"237","3219AC",1987,247,"Ellis, R.P.","5507","Poaceae","Pentameris pallida","PP",-32.375,19.125,"C3",1.684,NA,-27.6,0.7,42.8,58.3,-7.7495,20.41392431,125,241,116,193.884507042254,2.72432470784512,12.3059705559084
"238","3219AC",1987,245,"Ellis, R.P.","5508","Poaceae","Pentameris pallida","PP",-32.375,19.125,"C3",1.883,NA,-27.4,1,47.4,48.4,-7.7495,20.20409212,125,241,116,193.884507042254,2.72432470784512,12.3059705559084
"239","3219AC",1988,252,"Spies, J.J.","3845","Poaceae","Pentameris pallida","PP",-32.375,19.125,"C3",1.86,11.1,-27,2.5,44.5,17.6,-7.804333333,19.72833162,125,241,116,193.884507042254,2.72432470784512,12.3059705559084
"240","3219AC",1964,243,"Taylor, H.C.","6141","Poaceae","Pentameris pallida","PP",-32.375,19.125,"C3",1.746,NA,-27,0.5,46.1,87.2,-7.066939165,20.48618791,125,241,116,193.884507042254,2.72432470784512,12.3059705559084
"241","3219AC",1988,250,"Spies, J.J.","3828","Poaceae","Pentameris pallida","PP",-32.375,19.125,"C3",1.891,4.8,-29.6,2.4,46.6,19.3,-7.804333333,22.46049739,125,241,116,193.884507042254,2.72432470784512,12.3059705559084
"242","3219AC",1989,249,"le Maitre, D.C.","603","Poaceae","Pentameris pallida","PP",-32.35,19.03333333,"C3",1.951,4,-29,1.9,44.3,23.3,-7.824,21.8084449,125,241,116,193.884507042254,2.72432470784512,12.3059705559084
"243","3219AC",1987,251,"Ellis, R.P.","5588","Poaceae","Pentameris pallida","PP",-32.375,19.125,"C3",1.723,NA,-27.4,1.7,45.7,27.2,-7.7495,20.20409212,125,241,116,193.884507042254,2.72432470784512,12.3059705559084
"244","3219AC",1950,246,"Esterhuysen, E.E.","18158","Poaceae","Pentameris pallida","PP",-32.375,19.125,"C3",1.647,NA,-29.2,0.6,46.1,74.9,-7.006,22.86155748,125,241,116,193.884507042254,2.72432470784512,12.3059705559084
"245","3318CD",1953,66,"Esterhuysen, E.E.","22181","Poaceae","Pentameris pallida","PP",-33.95,18.41666667,"C3",1.872,3.8,-27.4,0.9,44.2,48.8,-7.010270232,20.96414741,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"246","3318CD",1936,65,"Adamson, R.S.","811","Poaceae","Koeleria capensis","KC",-33.875,18.375,"C3",1.714,2.7,-26.1,1.9,45.7,24.2,-6.939,19.67450457,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"247","3318CD",1915,64,"Bolus, H.M.L.","14741","Poaceae","Pentameris pallida","PP",-33.98333333,18.41666667,"C3",1.794,0.5,-28.2,1.4,44.2,32.7,-6.878861797,21.93984174,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"248","3318CD",1830,87,"Ecklon, C.F.","84","Poaceae","Pentameris pallida","PP",-33.875,18.375,"C3",1.606,9.1,-28.9,1.3,43,32.6,-6.64453767,22.91778636,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"249","3318CD",1951,81,"Garside, S.","25439","Poaceae","Pentameris pallida","PP",-33.875,18.375,"C3",1.576,0.9,-29.2,0.7,43.7,62.8,-6.993443595,22.87449156,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"250","3318CD",1916,57,"Bolus, F.","14960","Poaceae","Pentameris pallida","PP",-33.875,18.375,"C3",1.873,3.9,-27.8,1.3,40.7,30.5,-6.8975,21.50020572,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"251","3318CD",1929,67,"Sandwith, C.","10","Poaceae","Hyparrhenia hirta","HH",-33.875,18.375,"C4",1.968,1.9,-11.1,1.2,43.5,34.8,-6.841285714,4.30651662,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"252","3318CD",1986,91,"Spies, J.J.","3239","Poaceae","Pentameris pallida","PP",-33.875,18.375,"C3",1.857,3.2,-29.7,1.2,41.2,33.8,-7.734,22.63835927,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"253","3318CD",1919,61,"Andreae, H.","85","Poaceae","Pentameris pallida","PP",-33.875,18.375,"C3",1.617,-1.5,-28.4,0.9,43.7,46.6,-6.94453502,22.08261114,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"254","3318CD",1897,56,"Wolley-Dod, A.H.","3558","Poaceae","Pentameris pallida","PP",-33.95,18.46666667,"C3",1.63,5.6,-29,1.6,41.4,25.9,-6.796333333,22.86680398,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"255","3318CD",1952,79,"Fairall, A.R.","248","Poaceae","Pentameris pallida","PP",-33.98333333,18.41666667,"C3",1.657,-0.2,-30,1.3,45.2,33.7,-6.996541783,23.71490538,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
